Constituent,Julian_day,Depth,Elevation,Seg_52 ,Elevation,
Temperature,    45.410,     0.819,   707.196,       7.356,
Temperature,    45.410,     2.138,   705.877,       7.336,
Temperature,    45.410,     3.138,   704.877,       7.325,
Temperature,    45.410,     4.138,   703.877,       7.315,
Temperature,    45.410,     5.138,   702.877,       7.310,
Temperature,    45.410,     6.138,   701.877,       7.308,
Temperature,    45.410,     7.138,   700.877,       7.306,
Temperature,    45.410,     8.138,   699.877,       7.305,
Temperature,    45.410,     9.138,   698.877,       7.304,
Temperature,    45.410,    10.138,   697.877,       7.304,
Temperature,    45.410,    11.138,   696.877,       7.303,
Temperature,    45.410,    12.138,   695.877,       7.303,
Temperature,    45.410,    13.138,   694.877,       7.302,
Temperature,    45.410,    14.138,   693.877,       7.299,
Temperature,    45.410,    15.138,   692.877,       7.290,
Temperature,    45.410,    16.138,   691.877,       7.259,
Temperature,    45.410,    17.138,   690.877,       7.211,
Temperature,    45.410,    18.138,   689.877,       7.186,
Temperature,    45.410,    19.138,   688.877,       7.172,
Temperature,    45.410,    20.138,   687.877,       7.160,
Temperature,    45.410,    21.138,   686.877,       7.150,
Temperature,    45.410,    22.138,   685.877,       7.139,
Temperature,    45.410,    23.138,   684.877,       7.125,
Temperature,    45.410,    24.138,   683.877,       7.108,
Temperature,    45.410,    25.138,   682.877,       7.092,
Temperature,    45.410,    26.138,   681.877,       7.081,
Temperature,    45.410,    27.138,   680.877,       7.075,
Temperature,    45.410,    28.138,   679.877,       7.072,
Temperature,    45.410,    29.138,   678.877,       7.070,
Temperature,    45.410,    30.138,   677.877,       7.069,
Temperature,    45.410,    31.138,   676.877,       7.068,
Temperature,    45.410,    32.138,   675.877,       7.067,
Temperature,    45.410,    33.138,   674.877,       7.067,
Temperature,    45.410,    34.138,   673.877,       7.066,
Temperature,    45.410,    35.138,   672.877,       7.066,
Temperature,    45.410,    36.138,   671.877,       7.065,
Temperature,    45.410,    37.138,   670.877,       7.062,
Temperature,    45.410,    38.138,   669.877,       7.056,
Temperature,    45.410,    39.138,   668.877,       7.048,
Temperature,    45.410,    40.138,   667.877,       7.039,
Temperature,    45.410,    41.138,   666.877,       7.029,
Temperature,    45.410,    42.138,   665.877,       7.020,
Temperature,    45.410,    43.138,   664.877,       7.013,
Temperature,    45.410,    44.138,   663.877,       7.007,
Temperature,    45.410,    45.138,   662.877,       7.002,
Temperature,    45.410,    46.138,   661.877,       6.998,
Temperature,    45.410,    47.138,   660.877,       6.989,
Temperature,    45.410,    48.138,   659.877,       6.970,
Temperature,    45.410,    49.138,   658.877,       6.938,
Temperature,    45.410,    50.138,   657.877,       6.904,
Temperature,    45.410,    51.138,   656.877,       6.875,
Temperature,    45.410,    52.138,   655.877,       6.854,
Temperature,    45.410,    53.138,   654.877,       6.840,
Temperature,    45.410,    54.138,   653.877,       6.832,
Temperature,    45.410,    55.138,   652.877,       6.825,
Temperature,    45.410,    56.138,   651.877,       6.820,
Temperature,    45.410,    57.138,   650.877,       6.816,
Temperature,    45.410,    58.138,   649.877,       6.813,
Temperature,    45.410,    59.138,   648.877,       6.810,
Temperature,    45.410,    60.138,   647.877,       6.808,
Temperature,    45.410,    61.138,   646.877,       6.806,
Temperature,    45.410,    62.138,   645.877,       6.804,
Temperature,    45.410,    63.138,   644.877,       6.802,
Temperature,    45.410,    64.138,   643.877,       6.801,
Temperature,    45.410,    65.138,   642.877,       6.799,
Temperature,    45.410,    66.138,   641.877,       6.798,
Temperature,    45.410,    67.138,   640.877,       6.797,
Temperature,    45.410,    68.138,   639.877,       6.795,
Temperature,    45.410,    69.138,   638.877,       6.794,
Temperature,    45.410,    70.138,   637.877,       6.793,
Temperature,    45.410,    71.138,   636.877,       6.791,
Temperature,    45.410,    72.138,   635.877,       6.790,
Temperature,    45.410,    73.138,   634.877,       6.788,
Temperature,    45.410,    74.138,   633.877,       6.787,
Temperature,    45.410,    75.138,   632.877,       6.785,
Temperature,    45.410,    76.138,   631.877,       6.784,
Temperature,    45.410,    77.138,   630.877,       6.783,
Temperature,    45.410,    78.138,   629.877,       6.782,
Temperature,    45.410,    79.138,   628.877,       6.781,
Temperature,    45.410,    80.138,   627.877,       6.780,
Temperature,    45.410,    81.138,   626.877,       6.779,
Temperature,    45.410,    82.138,   625.877,       6.779,
Temperature,    45.410,    83.138,   624.877,       6.778,
Temperature,    45.410,    84.138,   623.877,       6.777,
Temperature,    45.410,    85.138,   622.877,       6.777,
Temperature,    45.410,    86.138,   621.877,       6.777,
Temperature,    45.410,    87.138,   620.877,       6.776,
Temperature,    45.410,    88.138,   619.877,       6.776,
Temperature,    45.410,    89.138,   618.877,       6.776,
Temperature,    45.410,    90.138,   617.877,       6.776,
Temperature,    45.410,    91.138,   616.877,       6.776,
Temperature,    45.410,    92.138,   615.877,       6.776,
Temperature,    45.410,    93.138,   614.877,       6.775,
Temperature,    45.410,    94.138,   613.877,       6.775,
Temperature,    45.410,    95.138,   612.877,       6.775,
Temperature,    45.410,    96.138,   611.877,       6.775,
Temperature,    45.410,    97.138,   610.877,       6.775,
Temperature,    45.410,    98.138,   609.877,       6.775,
Temperature,    45.410,    99.138,   608.877,       6.775,
Temperature,    45.410,   100.138,   607.877,       6.775,
Temperature,    45.410,   101.138,   606.877,       6.775,
Temperature,    45.410,   102.138,   605.877,       6.775,
Temperature,    45.410,   103.138,   604.877,       6.775,
Temperature,    45.410,   104.138,   603.877,       6.775,
Temperature,    45.410,   105.138,   602.877,       6.775,
Temperature,    45.410,   106.138,   601.877,       6.775,
Temperature,    45.410,   107.138,   600.877,       6.775,
Temperature,    45.410,   108.138,   599.877,       6.775,
Temperature,    45.410,   109.138,   598.877,       6.775,
Temperature,    45.410,   110.138,   597.877,       6.775,
Temperature,    45.410,   111.138,   596.877,       6.775,
Temperature,    45.410,   112.138,   595.877,       6.775,
Temperature,    45.410,   113.138,   594.877,       6.775,
Temperature,    45.410,   114.138,   593.877,       6.775,
Temperature,    45.410,   115.138,   592.877,       6.775,
Temperature,    45.410,   116.138,   591.877,       6.775,
Temperature,    45.410,   117.138,   590.877,       6.775,
Temperature,    75.500,     0.506,   712.883,       8.257,
Temperature,    75.500,     1.511,   711.877,       8.061,
Temperature,    75.500,     2.511,   710.877,       7.549,
Temperature,    75.500,     3.511,   709.877,       7.206,
Temperature,    75.500,     4.511,   708.877,       7.114,
Temperature,    75.500,     5.511,   707.877,       6.925,
Temperature,    75.500,     6.511,   706.877,       6.799,
Temperature,    75.500,     7.511,   705.877,       6.740,
Temperature,    75.500,     8.511,   704.877,       6.704,
Temperature,    75.500,     9.511,   703.877,       6.678,
Temperature,    75.500,    10.511,   702.877,       6.657,
Temperature,    75.500,    11.511,   701.877,       6.640,
Temperature,    75.500,    12.511,   700.877,       6.628,
Temperature,    75.500,    13.511,   699.877,       6.620,
Temperature,    75.500,    14.511,   698.877,       6.614,
Temperature,    75.500,    15.511,   697.877,       6.609,
Temperature,    75.500,    16.511,   696.877,       6.605,
Temperature,    75.500,    17.511,   695.877,       6.601,
Temperature,    75.500,    18.511,   694.877,       6.596,
Temperature,    75.500,    19.511,   693.877,       6.592,
Temperature,    75.500,    20.511,   692.877,       6.587,
Temperature,    75.500,    21.511,   691.877,       6.582,
Temperature,    75.500,    22.511,   690.877,       6.576,
Temperature,    75.500,    23.511,   689.877,       6.570,
Temperature,    75.500,    24.511,   688.877,       6.565,
Temperature,    75.500,    25.511,   687.877,       6.560,
Temperature,    75.500,    26.511,   686.877,       6.555,
Temperature,    75.500,    27.511,   685.877,       6.552,
Temperature,    75.500,    28.511,   684.877,       6.549,
Temperature,    75.500,    29.511,   683.877,       6.546,
Temperature,    75.500,    30.511,   682.877,       6.545,
Temperature,    75.500,    31.511,   681.877,       6.544,
Temperature,    75.500,    32.511,   680.877,       6.543,
Temperature,    75.500,    33.511,   679.877,       6.542,
Temperature,    75.500,    34.511,   678.877,       6.542,
Temperature,    75.500,    35.511,   677.877,       6.541,
Temperature,    75.500,    36.511,   676.877,       6.541,
Temperature,    75.500,    37.511,   675.877,       6.540,
Temperature,    75.500,    38.511,   674.877,       6.539,
Temperature,    75.500,    39.511,   673.877,       6.538,
Temperature,    75.500,    40.511,   672.877,       6.537,
Temperature,    75.500,    41.511,   671.877,       6.536,
Temperature,    75.500,    42.511,   670.877,       6.535,
Temperature,    75.500,    43.511,   669.877,       6.534,
Temperature,    75.500,    44.511,   668.877,       6.533,
Temperature,    75.500,    45.511,   667.877,       6.532,
Temperature,    75.500,    46.511,   666.877,       6.530,
Temperature,    75.500,    47.511,   665.877,       6.529,
Temperature,    75.500,    48.511,   664.877,       6.528,
Temperature,    75.500,    49.511,   663.877,       6.526,
Temperature,    75.500,    50.511,   662.877,       6.525,
Temperature,    75.500,    51.511,   661.877,       6.524,
Temperature,    75.500,    52.511,   660.877,       6.522,
Temperature,    75.500,    53.511,   659.877,       6.520,
Temperature,    75.500,    54.511,   658.877,       6.518,
Temperature,    75.500,    55.511,   657.877,       6.516,
Temperature,    75.500,    56.511,   656.877,       6.514,
Temperature,    75.500,    57.511,   655.877,       6.512,
Temperature,    75.500,    58.511,   654.877,       6.510,
Temperature,    75.500,    59.511,   653.877,       6.508,
Temperature,    75.500,    60.511,   652.877,       6.505,
Temperature,    75.500,    61.511,   651.877,       6.503,
Temperature,    75.500,    62.511,   650.877,       6.500,
Temperature,    75.500,    63.511,   649.877,       6.498,
Temperature,    75.500,    64.511,   648.877,       6.495,
Temperature,    75.500,    65.511,   647.877,       6.493,
Temperature,    75.500,    66.511,   646.877,       6.491,
Temperature,    75.500,    67.511,   645.877,       6.488,
Temperature,    75.500,    68.511,   644.877,       6.486,
Temperature,    75.500,    69.511,   643.877,       6.484,
Temperature,    75.500,    70.511,   642.877,       6.482,
Temperature,    75.500,    71.511,   641.877,       6.480,
Temperature,    75.500,    72.511,   640.877,       6.478,
Temperature,    75.500,    73.511,   639.877,       6.476,
Temperature,    75.500,    74.511,   638.877,       6.475,
Temperature,    75.500,    75.511,   637.877,       6.473,
Temperature,    75.500,    76.511,   636.877,       6.472,
Temperature,    75.500,    77.511,   635.877,       6.470,
Temperature,    75.500,    78.511,   634.877,       6.469,
Temperature,    75.500,    79.511,   633.877,       6.467,
Temperature,    75.500,    80.511,   632.877,       6.466,
Temperature,    75.500,    81.511,   631.877,       6.464,
Temperature,    75.500,    82.511,   630.877,       6.463,
Temperature,    75.500,    83.511,   629.877,       6.462,
Temperature,    75.500,    84.511,   628.877,       6.461,
Temperature,    75.500,    85.511,   627.877,       6.460,
Temperature,    75.500,    86.511,   626.877,       6.459,
Temperature,    75.500,    87.511,   625.877,       6.458,
Temperature,    75.500,    88.511,   624.877,       6.457,
Temperature,    75.500,    89.511,   623.877,       6.456,
Temperature,    75.500,    90.511,   622.877,       6.455,
Temperature,    75.500,    91.511,   621.877,       6.454,
Temperature,    75.500,    92.511,   620.877,       6.453,
Temperature,    75.500,    93.511,   619.877,       6.451,
Temperature,    75.500,    94.511,   618.877,       6.450,
Temperature,    75.500,    95.511,   617.877,       6.449,
Temperature,    75.500,    96.511,   616.877,       6.447,
Temperature,    75.500,    97.511,   615.877,       6.447,
Temperature,    75.500,    98.511,   614.877,       6.446,
Temperature,    75.500,    99.511,   613.877,       6.445,
Temperature,    75.500,   100.511,   612.877,       6.445,
