Date,"Temp-Water(C)","Depth(ft)"
2007-01-23T12:15:56-08:00,7.809999999999999,0.03608923884514435,
2007-01-23T12:15:56-08:00,7.809999999999999,0.016404199475065617,
2007-01-23T12:15:56-08:00,7.809999999999999,0.08202099737532809,
2007-01-23T12:15:56-08:00,7.809999999999999,0.1279527559055118,
2007-01-23T12:15:56-08:00,7.809999999999999,0.12467191601049867,
2007-01-23T12:15:56-08:00,7.799999999999999,0.14763779527559054,
2007-01-23T12:15:56-08:00,7.799999999999999,0.16732283464566927,
2007-01-23T12:15:56-08:00,7.789999999999998,0.11154855643044619,
2007-01-23T12:15:56-08:00,7.789999999999998,0.0853018372703412,
2007-01-23T12:15:56-08:00,7.789999999999998,0.045931758530183726,
2007-01-23T12:15:56-08:00,7.789999999999998,0.026246719160104983,
2007-01-23T12:15:56-08:00,7.789999999999998,0.013123359580052492,
2007-01-23T12:15:56-08:00,7.789999999999998,0.013123359580052492,
2007-01-23T12:15:56-08:00,7.789999999999998,0.0,
2007-01-23T12:15:56-08:00,7.789999999999998,-0.00984251968503937,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.01968503937007874,
2007-01-23T12:15:56-08:00,7.789999999999998,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.789999999999998,-0.026246719160104983,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.03937007874015748,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.03937007874015748,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.045931758530183726,
2007-01-23T12:15:56-08:00,7.789999999999998,-0.05905511811023621,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.052493438320209966,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.049212598425196846,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.029527559055118106,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.769999999999998,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.760000000000002,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.760000000000002,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.769999999999998,-0.026246719160104983,
2007-01-23T12:15:56-08:00,7.769999999999998,-0.016404199475065617,
2007-01-23T12:15:56-08:00,7.760000000000002,-0.03608923884514435,
2007-01-23T12:15:56-08:00,7.760000000000002,-0.045931758530183726,
2007-01-23T12:15:56-08:00,7.760000000000002,-0.06233595800524933,
2007-01-23T12:15:56-08:00,7.769999999999998,-0.0721784776902887,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.06561679790026247,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.0688976377952756,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.07545931758530183,
2007-01-23T12:15:56-08:00,7.769999999999998,-0.07545931758530183,
2007-01-23T12:15:56-08:00,7.779999999999998,-0.07545931758530183,
